ID,post_title,post_name,post_status,post_type,permalink,modified_gmt,is_preview_clone,preview_source_post_id,recipe_id,has_full_markdown,has_sections,has_verified_process,has_image_url,full_markdown_len,sections_len,verified_process_len,image_url_len
3031,"Austrijska Käsekrainer – kobasica sa sirom",austrijska-kasekrainer-kobasica-sa-sirom-2,private,dry_recipe,https://drycured.com/?post_type=dry_recipe&p=3031,"2026-06-04 07:28:55",no,,MD-AUSTRIJSKA_KASEKRAINER_KOBASICA_SA_SIROM,yes,yes,no,no,4349,9865,0,0
3032,"Mađarska Gyulai Kolbász – Gyulai kobasica",maarska-gyulai-kolbasz-gyulai-kobasica,publish,dry_recipe,https://drycured.com/recepti-baza/maarska-gyulai-kolbasz-gyulai-kobasica/,"2026-06-04 07:53:25",no,,MD-MADARSKA_GYULAI_KOLBASZ_GYULAI_KOBASICA,yes,yes,no,no,4374,11275,0,0
3033,"Lukanka iz Panagyurishte – bugarska prešana suha kobasica",lukanka-iz-panagyurishte,publish,dry_recipe,https://drycured.com/recepti-baza/lukanka-iz-panagyurishte/,"2026-06-04 07:53:25",no,,MD-LUKANKA_IZ_PANAGYURISHTE,yes,yes,no,no,4189,8430,0,0
3034,"Banska Kapama – bugarski mesni specijalitet",banska-kapama,private,dry_recipe,https://drycured.com/?post_type=dry_recipe&p=3034,"2026-06-04 07:29:04",no,,MD-BANSKA_KAPAMA,yes,yes,no,no,3798,6592,0,0
3035,"Strandzhansko Dyado – bugarski sušeni punjeni proizvod",strandzhansko-dyado,publish,dry_recipe,https://drycured.com/recepti-baza/strandzhansko-dyado/,"2026-06-04 07:53:25",no,,MD-STRANDZHANSKO_DYADO,yes,yes,no,no,4377,7062,0,0
3036,"Srednogorska Kaska – bugarski punjeni mesni proizvod",srednogorska-kaska,private,dry_recipe,https://drycured.com/?post_type=dry_recipe&p=3036,"2026-06-04 07:29:10",no,,MD-SREDNOGORSKA_KASKA,yes,yes,no,no,3897,7283,0,0
3037,"Dobrudzhanski Babek – bugarski sušeni babek",dobrudzhanski-babek,publish,dry_recipe,https://drycured.com/recepti-baza/dobrudzhanski-babek/,"2026-06-04 07:53:25",no,,MD-DOBRUDZHANSKI_BABEK,yes,yes,no,no,4296,7497,0,0
3038,"Grčki Loukaniko – tradicionalna grčka kobasica",grcka-tradicionalni-recepti-za-loukaniko-2,publish,dry_recipe,https://drycured.com/recepti-baza/grcka-tradicionalni-recepti-za-loukaniko-2/,"2026-06-04 07:53:26",no,,MD-GRCKA_TRADICIONALNI_RECEPTI_ZA_LOUKANIKO,yes,yes,no,no,3978,5662,0,0
3039,"Joulukinkku – finska božićna šunka",joulukinkku-bozicna-sunka-2,publish,dry_recipe,https://drycured.com/recepti-baza/joulukinkku-bozicna-sunka-2/,"2026-06-04 07:53:27",no,,MD-JOULUKINKKU_BOZICNA_SUNKA,yes,yes,no,no,3386,7540,0,0
3040,"Palvikinkku – finska dimljena šunka",palvikinkku-dimljena-sunka-2,private,dry_recipe,https://drycured.com/?post_type=dry_recipe&p=3040,"2026-06-04 07:29:22",no,,MD-PALVIKINKKU_DIMLJENA_SUNKA,yes,yes,no,no,3425,6195,0,0
3041,"Saucisson Sec – francuska suha kobasica",saucisson-sec-suha-kobasica-2,publish,dry_recipe,https://drycured.com/recepti-baza/saucisson-sec-suha-kobasica-2/,"2026-06-04 07:53:27",no,,MD-SAUCISSON_SEC_SUHA_KOBASICA,yes,yes,no,no,4138,7272,0,0
3042,"Jésus de Lyon – debela suha kobasica",jesus-de-lyon-debela-suha-kobasica,publish,dry_recipe,https://drycured.com/recepti-baza/jesus-de-lyon-debela-suha-kobasica/,"2026-06-04 07:53:27",no,,MD-JESUS_DE_LYON_DEBELA_SUHA_KOBASICA,yes,yes,no,no,4123,8517,0,0
3043,"Cervelas de Lyon – lionska kobasica",cervelas-de-lyon-lionska-kobasica,private,dry_recipe,https://drycured.com/?post_type=dry_recipe&p=3043,"2026-06-04 07:22:00",no,,MD-CERVELAS_DE_LYON_LIONSKA_KOBASICA,yes,yes,no,no,4284,7971,0,0
3044,"Jésus de Lyon – velika lionska suha kobasica",jesus-de-lyon-2,publish,dry_recipe,https://drycured.com/recepti-baza/jesus-de-lyon-2/,"2026-06-04 07:53:27",no,,MD-JESUS_DE_LYON,yes,yes,no,no,4232,9420,0,0
3045,"Rosette de Lyon – lionska suha kobasica",rosette-de-lyon-2,publish,dry_recipe,https://drycured.com/recepti-baza/rosette-de-lyon-2/,"2026-06-04 07:53:27",no,,MD-ROSETTE_DE_LYON,yes,yes,no,no,4369,9670,0,0
3046,"Rillettes du Mans – kuhani mesni namaz",rillettes-du-mans-2,private,dry_recipe,https://drycured.com/?post_type=dry_recipe&p=3046,"2026-06-04 07:22:09",no,,MD-RILLETTES_DU_MANS,yes,yes,no,no,3344,8058,0,0
3047,"Siglino Messinias – grčka dimljena svinjetina",siglino-messinias,publish,dry_recipe,https://drycured.com/recepti-baza/siglino-messinias/,"2026-06-04 07:53:27",no,,MD-SIGLINO_MESSINIAS,yes,yes,no,no,3596,9065,0,0
3048,"Tsigarides – grčki čvarci / mesni pripravak",tsigarides,private,dry_recipe,https://drycured.com/?post_type=dry_recipe&p=3048,"2026-06-04 07:22:15",no,,MD-TSIGARIDES,yes,yes,no,no,3595,7179,0,0
3049,"Llokum Kosove – kosovski mesni delikates",llokum-kosove-kosovski-delikates-2,private,dry_recipe,https://drycured.com/?post_type=dry_recipe&p=3049,"2026-06-04 07:22:18",no,,MD-LLOKUM_KOSOVE_KOSOVSKI_DELIKATES,yes,yes,no,no,3604,6898,0,0
3050,"Pancetta Maltija – malteška panceta",maltezanska-panceta-pancetta-maltija-2,publish,dry_recipe,https://drycured.com/recepti-baza/maltezanska-panceta-pancetta-maltija-2/,"2026-06-04 07:53:28",no,,MD-MALTEZANSKA_PANCETA_PANCETTA_MALTIJA,yes,yes,no,no,3411,7102,0,0
3051,"Pick Szalámi – mađarski Pick salami",maarski-pick-salami-pick-szalami,publish,dry_recipe,https://drycured.com/recepti-baza/maarski-pick-salami-pick-szalami/,"2026-06-04 07:53:28",no,,MD-MADARSKI_PICK_SALAMI_PICK_SZALAMI,yes,yes,no,no,4076,7205,0,0
3052,"Mađarska Kolbász – mađarska kobasica",maarska-kobasica-kolbasz,publish,dry_recipe,https://drycured.com/recepti-baza/maarska-kobasica-kolbasz/,"2026-06-04 07:53:28",no,,MD-MADARSKA_KOBASICA_KOLBASZ,yes,yes,no,no,4204,7090,0,0
3053,"Westfälischer Knochenschinken – vestfalska šunka s kosti",westfalischer-knochenschinken-vestfalska-sunka-s-kosti,publish,dry_recipe,https://drycured.com/recepti-baza/westfalischer-knochenschinken-vestfalska-sunka-s-kosti/,"2026-06-04 07:53:28",no,,MD-WESTFALISCHER_KNOCHENSCHINKEN_VESTFALSKA_SUNKA_S_KOSTI,yes,yes,no,no,3735,10230,0,0
3054,"Rovinjska kobasica",0306-rovinjska-kobasica,private,dry_recipe,https://drycured.com/?post_type=dry_recipe&p=3054,"2026-06-03 17:13:23",no,,,yes,no,no,no,2823,0,0,0
3055,"Salo – ukrajinska slana svinjska slanina",salo-slana-svinjeca-slanina,publish,dry_recipe,https://drycured.com/recepti-baza/salo-slana-svinjeca-slanina/,"2026-06-04 07:53:30",no,,MD-SALO_SLANA_SVINJECA_SLANINA,yes,yes,no,no,3596,6132,0,0
3056,"Škotski stovies meat – usoljeno kuhano meso",skotski-stovies-meat-konzervirano-usoljeno-meso-2,private,dry_recipe,https://drycured.com/?post_type=dry_recipe&p=3056,"2026-06-04 07:22:36",no,,MD-SKOTSKI_STOVIES_MEAT_KONZERVIRANO_USOLJENO_MESO,yes,yes,no,no,3390,11081,0,0
3057,"Belokranjska jagenjčara",belokranjska-jagenjcara-2,publish,dry_recipe,https://drycured.com/recepti-baza/belokranjska-jagenjcara-2/,"2026-06-04 07:53:30",no,,MD-BELOKRANJSKA_JAGENJCARA,yes,yes,no,no,4217,7738,0,0
3058,"Sobrasada Mallorquina – majorška sobrasada",sobrasada-mallorquina-majorska-sobrasada-2,publish,dry_recipe,https://drycured.com/recepti-baza/sobrasada-mallorquina-majorska-sobrasada-2/,"2026-06-04 07:53:31",no,,MD-SOBRASADA_MALLORQUINA_MAJORSKA_SOBRASADA,yes,yes,no,no,4399,8282,0,0
3059,"Julskinka – švedska božićna šunka",julskinka-svedska-bozicna-sunka-2,private,dry_recipe,https://drycured.com/?post_type=dry_recipe&p=3059,"2026-06-04 07:22:45",no,,MD-JULSKINKA_SVEDSKA_BOZICNA_SUNKA,yes,yes,no,no,3523,7521,0,0
3060,"Appenzeller Mostbröckli – švicarska sušena dimljena govedina",appenzeller-mostbrockli-dimljena-govedina,publish,dry_recipe,https://drycured.com/recepti-baza/appenzeller-mostbrockli-dimljena-govedina/,"2026-06-04 07:53:31",no,,MD-APPENZELLER_MOSTBROCKLI_DIMLJENA_GOVEDINA,yes,yes,no,no,3473,6637,0,0
3061,"Speck Alto Adige – južnotirolski sušeni dimljeni but",speck-alto-adige-2,publish,dry_recipe,https://drycured.com/recepti-baza/speck-alto-adige-2/,"2026-06-04 07:53:31",no,,MD-SPECK_ALTO_ADIGE,yes,yes,no,no,3610,7958,0,0
3062,"Pashtetna – pečena mesna pašteta",pashtetna-pecena-mesna-pasteta,private,dry_recipe,https://drycured.com/?post_type=dry_recipe&p=3062,"2026-06-04 07:28:46",no,,MD-PASHTETNA_PECENA_MESNA_PASTETA,yes,yes,no,no,3601,8211,0,0
3063,"Suxhuk – albanska suha kobasica",suxhuk-albanska-suha-kobasica-2,publish,dry_recipe,https://drycured.com/recepti-baza/suxhuk-albanska-suha-kobasica-2/,"2026-06-04 07:53:25",no,,MD-SUXHUK_ALBANSKA_SUHA_KOBASICA,yes,yes,no,no,4129,5304,0,0
3064,"Proshuta Shqiptare – albanska pršuta",0003-proshuta-shqiptare-albanska-prsuta,publish,dry_recipe,https://drycured.com/recepti-baza/0003-proshuta-shqiptare-albanska-prsuta/,"2026-06-04 07:40:04",no,,MD-PROSHUTA_SHQIPTARE_ALBANSKA_PRSUTA,yes,yes,no,no,2581,5314,0,0
3065,"Mish i thatë – albanska suha janjetina",mish-i-thate-albanska-suha-janjetina-2,publish,dry_recipe,https://drycured.com/recepti-baza/mish-i-thate-albanska-suha-janjetina-2/,"2026-06-04 07:53:25",no,,MD-MISH_I_THATE_ALBANSKA_SUHA_JANJETINA,yes,yes,no,no,3521,5072,0,0
3066,"Kärntner Wurzelspeck – koruški sušeni dimljeni vrat",karntner-wurzelspeck-koruska-korijenska-slanina-2,publish,dry_recipe,https://drycured.com/recepti-baza/karntner-wurzelspeck-koruska-korijenska-slanina-2/,"2026-06-04 07:53:25",no,,MD-KARNTNER_WURZELSPECK_KORUSKA_KORIJENSKA_SLANINA,yes,yes,no,no,3448,6376,0,0
3067,"Steirischer Rohschinken – štajerska sirova šunka",steirischer-rohschinken-stajerska-sirova-sunka-2,publish,dry_recipe,https://drycured.com/recepti-baza/steirischer-rohschinken-stajerska-sirova-sunka-2/,"2026-06-04 07:53:25",no,,MD-STEIRISCHER_ROHSCHINKEN_STAJERSKA_SIROVA_SUNKA,yes,yes,no,no,3393,6748,0,0
3068,"Vorarlberger Mostbröckle – vorarlberška dimljena govedina",0010-vorarlberger-mostbrockle-vorarlberska-dimljena-govedina,publish,dry_recipe,https://drycured.com/recepti-baza/0010-vorarlberger-mostbrockle-vorarlberska-dimljena-govedina/,"2026-06-04 07:40:04",no,,MD-VORARLBERGER_MOSTBROCKLE_VORARLBERSKA_DIMLJENA_GOVEDINA,yes,yes,no,no,2654,6127,0,0
3069,"Finska Meetvursti – suha kobasica",finska-meetvursti-suha-kobasica-2,publish,dry_recipe,https://drycured.com/recepti-baza/finska-meetvursti-suha-kobasica-2/,"2026-06-04 07:53:25",no,,MD-FINSKA_MEETVURSTI_SUHA_KOBASICA,yes,yes,no,no,4364,12173,0,0
3070,"Filet d’Anvers – antverpski file",filet-d-anvers-antverpski-file,publish,dry_recipe,https://drycured.com/recepti-baza/filet-d-anvers-antverpski-file/,"2026-06-04 07:53:25",no,,MD-FILET_DANVERS_ANTVERPSKI_FILE,yes,yes,no,no,3436,7663,0,0
3071,"Lard fumé de Flandre – flamanska dimljena slanina",lard-fume-de-flandre-flamansko-dimljeno-salo-2,publish,dry_recipe,https://drycured.com/recepti-baza/lard-fume-de-flandre-flamansko-dimljeno-salo-2/,"2026-06-04 07:53:25",no,,MD-LARD_FUME_DE_FLANDRE_FLAMANSKO_DIMLJENO_SALO,yes,yes,no,no,3409,7719,0,0
3072,"Saucisse au fromage de Herve – kobasica sa sirom Herve",saucisse-au-fromage-de-herve-kobasica-sa-sirom-herve-2,private,dry_recipe,https://drycured.com/?post_type=dry_recipe&p=3072,"2026-06-04 07:21:33",no,,MD-SAUCISSE_AU_FROMAGE_DE_HERVE_KOBASICA_SA_SIROM_HERVE,yes,yes,no,no,4096,7720,0,0
3073,"Collier fumé de Wallonie – dimljeni svinjski vrat iz Valonije",collier-fume-de-wallonie-dimljeni-svinjski-vrat-iz-valonije-2,publish,dry_recipe,https://drycured.com/recepti-baza/collier-fume-de-wallonie-dimljeni-svinjski-vrat-iz-valonije-2/,"2026-06-04 07:53:25",no,,MD-COLLIER_FUME_DE_WALLONIE_DIMLJENI_SVINJSKI_VRAT_IZ_VALONIJE,yes,yes,no,no,3775,8344,0,0
3074,"Boudin blanc de Bruxelles – bijela kuhana kobasica iz Bruxellesa",boudin-blanc-de-bruxelles-bijela-krvavica-iz-bruxellesa-2,private,dry_recipe,https://drycured.com/?post_type=dry_recipe&p=3074,"2026-06-04 07:21:39",no,,MD-BOUDIN_BLANC_DE_BRUXELLES_BIJELA_KRVAVICA_IZ_BRUXELLESA,yes,yes,no,no,4076,8430,0,0
3075,"Jambon d’Ardenne – ardenska šunka",jambon-d-ardenne-ardenski-prsut,publish,dry_recipe,https://drycured.com/recepti-baza/jambon-d-ardenne-ardenski-prsut/,"2026-06-04 07:53:25",no,,MD-JAMBON_DARDENNE_ARDENSKI_PRSUT,yes,yes,no,no,3670,7726,0,0
3076,"Pâté gaumais – gaume pašteta",pate-gaumais-gaume-pasteta-2,private,dry_recipe,https://drycured.com/?post_type=dry_recipe&p=3076,"2026-06-04 07:21:45",no,,MD-PATE_GAUMAIS_GAUME_PASTETA,yes,yes,no,no,3631,7910,0,0
3077,"Tête pressée – prešana svinjska glava / prezvuršt",tete-pressee-prezvurst-2,private,dry_recipe,https://drycured.com/?post_type=dry_recipe&p=3077,"2026-06-04 07:21:48",no,,MD-TETE_PRESSEE_PREZVURST,yes,yes,no,no,3643,9330,0,0
3078,"Boulette de Liège – lieške mesne okruglice",boulette-de-liege-lieska-mesna-kobasica-2,private,dry_recipe,https://drycured.com/?post_type=dry_recipe&p=3078,"2026-06-04 07:21:51",no,,MD-BOULETTE_DE_LIEGE_LIESKA_MESNA_KOBASICA,yes,yes,no,no,4264,8504,0,0
3081,"SAUCISSON D'ARDENNE (ARDENSKI KULEN)",saucisson-d-ardenne-ardenski-kulen,publish,dry_recipe,https://drycured.com/recepti-baza/saucisson-d-ardenne-ardenski-kulen/,"2026-06-04 07:53:25",no,,MD-SAUCISSON_DARDENNE_ARDENSKI_KULEN,yes,no,no,no,4238,0,0,0
3082,"НАНИЖЕН СУДЖУК (Nanižen Sudžuk)",nanizen-sudzuk,publish,dry_recipe,https://drycured.com/recepti-baza/nanizen-sudzuk/,"2026-06-04 07:53:25",no,,MD-NANIZEN_SUDZUK,yes,no,no,no,4172,0,0,0
3083,"ЕЛЕНСКИ БУТ (Elenski but)",elenski-but,publish,dry_recipe,https://drycured.com/recepti-baza/elenski-but/,"2026-06-04 07:53:25",no,,MD-ELENSKI_BUT,yes,no,no,no,3907,0,0,0
3084,"СМЯДОВСКА ЛУКАНКА (Smyadovska lukanka)",smyadovska-lukanka,publish,dry_recipe,https://drycured.com/recepti-baza/smyadovska-lukanka/,"2026-06-04 07:53:25",no,,MD-SMYADOVSKA_LUKANKA,yes,no,no,no,4297,0,0,0
3085,"СТАРОПЛАНИНСКИ ПАСТЪРМА (Staroplaninska pastrma)",staroplaninska-pastrma,publish,dry_recipe,https://drycured.com/recepti-baza/staroplaninska-pastrma/,"2026-06-04 07:53:25",no,,MD-STAROPLANINSKA_PASTRMA,yes,no,no,no,3646,0,0,0
3086,"Nadenitsa (Наденица)",nadenitsa,publish,dry_recipe,https://drycured.com/recepti-baza/nadenitsa/,"2026-06-04 07:53:25",no,,MD-NADENITSA,yes,no,no,no,3839,0,0,0
3087,"Rulopep (Рулопеп)",rulopep,publish,dry_recipe,https://drycured.com/recepti-baza/rulopep/,"2026-06-04 07:53:25",no,,MD-RULOPEP,yes,no,no,no,3679,0,0,0
3088,"Katino Meze (Катино мезе)",katino-meze,publish,dry_recipe,https://drycured.com/recepti-baza/katino-meze/,"2026-06-04 07:53:25",no,,MD-KATINO_MEZE,yes,no,no,no,3678,0,0,0
3089,"Drobsarma (Дробсарма)",drobsarma,publish,dry_recipe,https://drycured.com/recepti-baza/drobsarma/,"2026-06-04 07:53:25",no,,MD-DROBSARMA,yes,no,no,no,4277,0,0,0
3090,"Maleshevska Babichka (Малешевска бабичка)",maleshevska-babichka,publish,dry_recipe,https://drycured.com/recepti-baza/maleshevska-babichka/,"2026-06-04 07:53:25",no,,MD-MALESHEVSKA_BABICHKA,yes,no,no,no,3957,0,0,0
3091,"Kraishte Pastarma (Краищенска пастърма)",kraishte-pastarma,publish,dry_recipe,https://drycured.com/recepti-baza/kraishte-pastarma/,"2026-06-04 07:53:25",no,,MD-KRAISHTE_PASTARMA,yes,no,no,no,3928,0,0,0
3092,"Lukanka (Луканка)",lukanka,publish,dry_recipe,https://drycured.com/recepti-baza/lukanka/,"2026-06-04 07:53:26",no,,MD-LUKANKA,yes,no,no,no,4035,0,0,0
3093,"Sudjuk (Суджук)",sudjuk,publish,dry_recipe,https://drycured.com/recepti-baza/sudjuk/,"2026-06-04 07:53:26",no,,MD-SUDJUK,yes,no,no,no,4197,0,0,0
3094,"Elena filet (Еленски филе)",elena-filet,publish,dry_recipe,https://drycured.com/recepti-baza/elena-filet/,"2026-06-04 07:53:26",no,,MD-ELENA_FILET,yes,no,no,no,3606,0,0,0
3095,"Pastarma (Пастърма)",pastarma,publish,dry_recipe,https://drycured.com/recepti-baza/pastarma/,"2026-06-04 07:53:26",no,,MD-PASTARMA,yes,no,no,no,3457,0,0,0
3096,"Banski Starec (Бански старец)",banski-starec,publish,dry_recipe,https://drycured.com/recepti-baza/banski-starec/,"2026-06-04 07:53:26",no,,MD-BANSKI_STAREC,yes,no,no,no,4147,0,0,0
3097,"Lountza (Λούντζα)",lountza,publish,dry_recipe,https://drycured.com/recepti-baza/lountza/,"2026-06-04 07:53:26",no,,MD-LOUNTZA,yes,no,no,no,3796,0,0,0
3098,"Hiromeri (Χοιρομέρι)",hiromeri,publish,dry_recipe,https://drycured.com/recepti-baza/hiromeri/,"2026-06-04 07:53:26",no,,MD-HIROMERI,yes,no,no,no,3526,0,0,0
3099,"Tsamarella (Τσαμαρέλλα)",tsamarella,publish,dry_recipe,https://drycured.com/recepti-baza/tsamarella/,"2026-06-04 07:53:26",no,,MD-TSAMARELLA,yes,no,no,no,3603,0,0,0
3100,"Posyrti (Ποσυρτή)",posyrti,publish,dry_recipe,https://drycured.com/recepti-baza/posyrti/,"2026-06-04 07:53:26",no,,MD-POSYRTI,yes,no,no,no,3640,0,0,0
3101,"Apohtin (Αποχτίν)",apohtin,publish,dry_recipe,https://drycured.com/recepti-baza/apohtin/,"2026-06-04 07:53:26",no,,MD-APOHTIN,yes,no,no,no,3700,0,0,0
3102,"Lounza (Λούντζα) - Dimljena svinjska potrbušina",lounza-dimljena-svinjska-potrbusina,publish,dry_recipe,https://drycured.com/recepti-baza/lounza-dimljena-svinjska-potrbusina/,"2026-06-04 07:53:26",no,,MD-LOUNZA_DIMLJENA_SVINJSKA_POTRBUSINA,yes,no,no,no,3623,0,0,0
3103,"Tsamarella (Τσαμαρέλλα) - Sušena kozletina",tsamarella-susena-kozletina,publish,dry_recipe,https://drycured.com/recepti-baza/tsamarella-susena-kozletina/,"2026-06-04 07:53:26",no,,MD-TSAMARELLA_SUSENA_KOZLETINA,yes,no,no,no,3566,0,0,0
3104,"Hiromeri (Χοιρομέρι) - Ciparski pršut",hiromeri-ciparski-prsut,publish,dry_recipe,https://drycured.com/recepti-baza/hiromeri-ciparski-prsut/,"2026-06-04 07:53:26",no,,MD-HIROMERI_CIPARSKI_PRSUT,yes,no,no,no,3531,0,0,0
3105,"Apohti (Απόχτι) - Dimljeni svinjski file",apohti-dimljeni-svinjski-file,publish,dry_recipe,https://drycured.com/recepti-baza/apohti-dimljeni-svinjski-file/,"2026-06-04 07:53:26",no,,MD-APOHTI_DIMLJENI_SVINJSKI_FILE,yes,no,no,no,3633,0,0,0
3106,"Pastourma (Παστουρμάς) - Ciparski začinjeni sušeni goveđi file",pastourma-ciparski-zacinjeni-suseni-govei-file,publish,dry_recipe,https://drycured.com/recepti-baza/pastourma-ciparski-zacinjeni-suseni-govei-file/,"2026-06-04 07:53:26",no,,MD-PASTOURMA_CIPARSKI_ZACINJENI_SUSENI_GOVEDI_FILE,yes,no,no,no,3673,0,0,0
3107,"?? NIZOZEMSKA - Tradicionalni recepti",nizozemska-tradicionalni-recepti,publish,dry_recipe,https://drycured.com/recepti-baza/nizozemska-tradicionalni-recepti/,"2026-06-04 07:53:26",no,,MD-NIZOZEMSKA_TRADICIONALNI_RECEPTI,yes,no,no,no,3982,0,0,0
3108,"Crmničke goveđe pastrve",crmnicke-govee-pastrve,publish,dry_recipe,https://drycured.com/recepti-baza/crmnicke-govee-pastrve/,"2026-06-04 07:53:26",no,,MD-CRMNICKE_GOVEDE_PASTRVE,yes,no,no,no,3640,0,0,0
3109,"Bjelopavlićka bumbar-pita",bjelopavlicka-bumbar-pita,private,dry_recipe,https://drycured.com/?post_type=dry_recipe&p=3109,"2026-06-04 07:20:02",no,,MD-BJELOPAVLICKA_BUMBAR_PITA,yes,no,no,no,4120,0,0,0
3110,"Crnogorski suđuk",crnogorski-suuk,publish,dry_recipe,https://drycured.com/recepti-baza/crnogorski-suuk/,"2026-06-04 07:53:26",no,,MD-CRNOGORSKI_SUDUK,yes,no,no,no,3483,0,0,0
3111,"Pagaški sir (rijetka regionalna varijanta)",pagaski-sir-rijetka-regionalna-varijanta,private,dry_recipe,https://drycured.com/?post_type=dry_recipe&p=3111,"2026-06-04 07:19:38",no,,MD-PAGASKI_SIR_RIJETKA_REGIONALNA_VARIJANTA,yes,no,no,no,3246,0,0,0
3112,"Medisterpølse (Danska svježa začinjena kobasica)",medisterplse-danska-svjeza-zacinjena-kobasica,publish,dry_recipe,https://drycured.com/recepti-baza/medisterplse-danska-svjeza-zacinjena-kobasica/,"2026-06-04 07:53:26",no,,MD-MEDISTERP_LSE_DANSKA_SVJEZA_ZACINJENA_KOBASICA,yes,no,no,no,4055,0,0,0
3113,"Blodpølse (Danska krvavica)",blodplse-danska-krvavica,private,dry_recipe,https://drycured.com/?post_type=dry_recipe&p=3113,"2026-06-04 07:19:44",no,,MD-BLODP_LSE_DANSKA_KRVAVICA,yes,no,no,no,3729,0,0,0
3114,"Rullepølse (Danska rolana šunka)",rulleplse-danska-rolana-sunka,publish,dry_recipe,https://drycured.com/recepti-baza/rulleplse-danska-rolana-sunka/,"2026-06-04 07:53:26",no,,MD-RULLEP_LSE_DANSKA_ROLANA_SUNKA,yes,no,no,no,3381,0,0,0
3115,"Flæskesteg (Danska pečena svinjetina s hrskavom kožom)",flskesteg-danska-pecena-svinjetina-s-hrskavom-kozom,publish,dry_recipe,https://drycured.com/recepti-baza/flskesteg-danska-pecena-svinjetina-s-hrskavom-kozom/,"2026-06-04 07:53:26",no,,MD-FL_SKESTEG_DANSKA_PECENA_SVINJETINA_S_HRSKAVOM_KOZOM,yes,no,no,no,3635,0,0,0
3116,"Spegepølse (Danska fermentirana kobasica)",spegeplse-danska-fermentirana-kobasica,publish,dry_recipe,https://drycured.com/recepti-baza/spegeplse-danska-fermentirana-kobasica/,"2026-06-04 07:53:26",no,,MD-SPEGEP_LSE_DANSKA_FERMENTIRANA_KOBASICA,yes,no,no,no,4112,0,0,0
3117,"Irski spiced beef (Začinjeno sušeno goveđe meso)",irski-spiced-beef-zacinjeno-suseno-govee-meso,publish,dry_recipe,https://drycured.com/recepti-baza/irski-spiced-beef-zacinjeno-suseno-govee-meso/,"2026-06-04 07:53:26",no,,MD-IRSKI_SPICED_BEEF_ZACINJENO_SUSENO_GOVEDE_MESO,yes,no,no,no,3765,0,0,0
3118,"Kasseler pečenka s pireom od jabuka i krupir knedlama",kasseler-pecenka-s-pireom-od-jabuka-i-krupir-knedlama,publish,dry_recipe,https://drycured.com/recepti-baza/kasseler-pecenka-s-pireom-od-jabuka-i-krupir-knedlama/,"2026-06-04 07:53:26",no,,MD-KASSELER_PECENKA_S_PIREOM_OD_JABUKA_I_KRUPIR_KNEDLAMA,yes,no,no,no,3865,0,0,0
3119,"Leberkäse s prženim jajima i bavarskim röstijem",leberkase-s-przenim-jajima-i-bavarskim-rostijem,private,dry_recipe,https://drycured.com/?post_type=dry_recipe&p=3119,"2026-06-04 07:19:20",no,,MD-LEBERKASE_S_PRZENIM_JAJIMA_I_BAVARSKIM_ROSTIJEM,yes,no,no,no,3593,0,0,0
3120,"Rogatički Planinsko-Morski Raritet ""Vjetar i More""",rogaticki-planinsko-morski-raritet-vjetar-i-more,publish,dry_recipe,https://drycured.com/recepti-baza/rogaticki-planinsko-morski-raritet-vjetar-i-more/,"2026-06-04 07:53:26",no,,MD-ROGATICKI_PLANINSKO_MORSKI_RARITET_VJETAR_I_MORE,yes,no,no,no,3662,0,0,0
3121,"Istarski Morski Pršut ""Neptunov Dar""",istarski-morski-prsut-neptunov-dar,publish,dry_recipe,https://drycured.com/recepti-baza/istarski-morski-prsut-neptunov-dar/,"2026-06-04 07:53:26",no,,MD-ISTARSKI_MORSKI_PRSUT_NEPTUNOV_DAR,yes,no,no,no,3326,0,0,0
3122,"Potted Beef (konzervirano goveđe meso)",potted-beef-konzervirano-govee-meso,publish,dry_recipe,https://drycured.com/recepti-baza/potted-beef-konzervirano-govee-meso/,"2026-06-04 07:53:26",no,,MD-POTTED_BEEF_KONZERVIRANO_GOVEDE_MESO,yes,no,no,no,3789,0,0,0
3123,"Tradicionalni engleski Black Pudding (krvavica)",tradicionalni-engleski-black-pudding-krvavica,private,dry_recipe,https://drycured.com/?post_type=dry_recipe&p=3123,"2026-06-04 07:19:08",no,,MD-TRADICIONALNI_ENGLESKI_BLACK_PUDDING_KRVAVICA,yes,no,no,no,3885,0,0,0
3124,"Engleski sušeni goveđi jezik (Potted Ox Tongue)",engleski-suseni-govei-jezik-potted-ox-tongue,publish,dry_recipe,https://drycured.com/recepti-baza/engleski-suseni-govei-jezik-potted-ox-tongue/,"2026-06-04 07:53:26",no,,MD-ENGLESKI_SUSENI_GOVEDI_JEZIK_POTTED_OX_TONGUE,yes,no,no,no,3872,0,0,0
3125,"?? Talijansko-toskanski recept za salamu (Salame Toscano)",talijansko-toskanski-recept-za-salamu-salame-toscano,publish,dry_recipe,https://drycured.com/recepti-baza/talijansko-toskanski-recept-za-salamu-salame-toscano/,"2026-06-04 07:53:27",no,,MD-TALIJANSKO_TOSKANSKI_RECEPT_ZA_SALAMU_SALAME_TOSCANO,yes,no,no,no,3847,0,0,0
