post_id,title,slug,status,url,country_meta,region_meta,code_meta
2554,"Kindziukas (litavska dimljena šunka)",kindziukas-litavska-dimljena-sunka,publish,https://drycured.com/recepti-baza/kindziukas-litavska-dimljena-sunka/,,,MD-KINDZIUKAS_LITAVSKA_DIMLJENA_SUNKA
2555,"Lašiniai (litavska slanina)",lasiniai-litavska-slanina,publish,https://drycured.com/recepti-baza/lasiniai-litavska-slanina/,,,MD-LASINIAI_LITAVSKA_SLANINA
2556,"Vytinta dešra (litavska suha kobasica)",vytinta-desra-litavska-suha-kobasica,publish,https://drycured.com/recepti-baza/vytinta-desra-litavska-suha-kobasica/,,,MD-VYTINTA_DESRA_LITAVSKA_SUHA_KOBASICA
2557,"Rūkyti lašišos (dimljen losos na litavski način)",rukyti-lasisos-dimljen-losos-na-litavski-nacin,publish,https://drycured.com/recepti-baza/rukyti-lasisos-dimljen-losos-na-litavski-nacin/,,,MD-R_KYTI_LASISOS_DIMLJEN_LOSOS_NA_LITAVSKI_NACIN
2558,"Pounje Planinski Vrtlog",pounje-planinski-vrtlog,publish,https://drycured.com/recepti-baza/pounje-planinski-vrtlog/,,,MD-POUNJE_PLANINSKI_VRTLOG
2559,"Gackanski Vjetrenjak",gackanski-vjetrenjak,private,https://drycured.com/?post_type=dry_recipe&p=2559,,,MD-GACKANSKI_VJETRENJAK
2560,"Drežnički Šušanj",dreznicki-susanj,publish,https://drycured.com/recepti-baza/dreznicki-susanj/,,,MD-DREZNICKI_SUSANJ
2561,"Gospićki Vjetar",gospicki-vjetar,publish,https://drycured.com/recepti-baza/gospicki-vjetar/,,,MD-GOSPICKI_VJETAR
2563,"Maltežanska kobasica (Zalzett Malti)",maltezanska-kobasica-zalzett-malti,publish,https://drycured.com/recepti-baza/maltezanska-kobasica-zalzett-malti/,,,MD-MALTEZANSKA_KOBASICA_ZALZETT_MALTI
2564,"Maltežanski pršut (Prosciutto Malti)",maltezanski-prsut-prosciutto-malti,publish,https://drycured.com/recepti-baza/maltezanski-prsut-prosciutto-malti/,,,MD-MALTEZANSKI_PRSUT_PROSCIUTTO_MALTI
2565,"Maltežanska suha govedina (Carne Secca Maltija)",maltezanska-suha-govedina-carne-secca-maltija,publish,https://drycured.com/recepti-baza/maltezanska-suha-govedina-carne-secca-maltija/,,,MD-MALTEZANSKA_SUHA_GOVEDINA_CARNE_SECCA_MALTIJA
2567,"Mađarska Kobasica (Kolbász)",madarska-kobasica-kolbasz,draft,https://drycured.com/?post_type=dry_recipe&p=2567,,,NEP-MAARSKA-KOBASICA-KOLBASZ
2568,"Mađarska Dimljena Šunka (Füstölt Sonka)",madarska-dimljena-sunka-fustolt-sonka,draft,https://drycured.com/?post_type=dry_recipe&p=2568,,,NEP-MAARSKA-DIMLJENA-SUNKA-FUSTOLT
2569,"Mađarski Dimljeni Jezik (Füstölt Nyelv)",madarski-dimljeni-jezik-fustolt-nyelv,draft,https://drycured.com/?post_type=dry_recipe&p=2569,,,NEP-MAARSKI-DIMLJENI-JEZIK-FUSTOLT
2570,"Štruki od Svetog Martina - Specifična Vrste Kobasice",struki-od-svetog-martina-specificna-vrste-kobasice,private,https://drycured.com/?post_type=dry_recipe&p=2570,,,MD-STRUKI_OD_SVETOG_MARTINA_SPECIFICNA_VRSTE_KOBASICE
2571,"Zaprešićki Vrganjevi Narezak",zapresicki-vrganjevi-narezak,publish,https://drycured.com/recepti-baza/zapresicki-vrganjevi-narezak/,,,MD-ZAPRESICKI_VRGANJEVI_NAREZAK
2572,"Medžimurski Divljač Narezak",medzimurski-divljac-narezak,publish,https://drycured.com/recepti-baza/medzimurski-divljac-narezak/,,,MD-MEDZIMURSKI_DIVLJAC_NAREZAK
2573,"Gornjomurečki Začinski Narezak",gornjomurecki-zacinski-narezak,publish,https://drycured.com/recepti-baza/gornjomurecki-zacinski-narezak/,,,MD-GORNJOMURECKI_ZACINSKI_NAREZAK
2574,"ȘUNCĂ AFUMATĂ (DIMLJENA ŠUNKA)",sunca-afumata-dimljena-sunka,publish,https://drycured.com/recepti-baza/sunca-afumata-dimljena-sunka/,,,MD-UNC_AFUMAT_DIMLJENA_SUNKA
2575,"PASTRAMĂ DE OAIE (OVČJA PASTRAMA)",pastrama-de-oaie-ovcja-pastrama,publish,https://drycured.com/recepti-baza/pastrama-de-oaie-ovcja-pastrama/,,,MD-PASTRAM_DE_OAIE_OVCJA_PASTRAMA
2576,"CÂRNAȚ AFUMAT (DIMLJENE KOBASICE)",carnat-afumat-dimljene-kobasice,publish,https://drycured.com/recepti-baza/carnat-afumat-dimljene-kobasice/,,,MD-CARNA_AFUMAT_DIMLJENE_KOBASICE
2577,"Droge Worst (Suha kobasica)",droge-worst-suha-kobasica,publish,https://drycured.com/recepti-baza/droge-worst-suha-kobasica/,,,MD-DROGE_WORST_SUHA_KOBASICA
2578,"Leverworst (Jetrena pašteta)",leverworst-jetrena-pasteta,private,https://drycured.com/?post_type=dry_recipe&p=2578,,,MD-LEVERWORST_JETRENA_PASTETA
2579,"Spekdikken (Slanina s medom)",spekdikken-slanina-s-medom,publish,https://drycured.com/recepti-baza/spekdikken-slanina-s-medom/,,,MD-SPEKDIKKEN_SLANINA_S_MEDOM
2580,"Ossenworst (Goveđa sirova kobasica)",ossenworst-goveda-sirova-kobasica,draft,https://drycured.com/?post_type=dry_recipe&p=2580,,,NIZ-OSSENWORST-GOVEA-SIROVA-KOBASI
2587,"VOSSAKORV (TRADICIONALNA DIMLJENA KOBASICA IZ VOSSA)",vossakorv-tradicionalna-dimljena-kobasica-iz-vossa,publish,https://drycured.com/recepti-baza/vossakorv-tradicionalna-dimljena-kobasica-iz-vossa/,,,MD-VOSSAKORV_TRADICIONALNA_DIMLJENA_KOBASICA_IZ_VOSSA
2589,"SPEKELÅR (SUŠENA I DIMLJENA JELEN/SRNETINA)",spekelar-susena-i-dimljena-jelen-srnetina,publish,https://drycured.com/recepti-baza/spekelar-susena-i-dimljena-jelen-srnetina/,,,MD-SPEKELAR_SUSENA_I_DIMLJENA_JELEN_SRNETINA
2592,"FÅREPØLSE (TRADICIONALNA OVČJA KOBASICA)",farepolse-tradicionalna-ovcja-kobasica,draft,https://drycured.com/?post_type=dry_recipe&p=2592,,,NOR-FAREPLSE-TRADICIONALNA-OVCJA-K
2593,"ELGKJØTT SPEKEMAT (SUHO MESO LOSA)",elgkjott-spekemat-suho-meso-losa,draft,https://drycured.com/?post_type=dry_recipe&p=2593,,,NOR-ELGKJTT-SPEKEMAT-SUHO-MESO
2594,"GRAVET LAKS (GRAVLAKS - MARINIRANI LOSOS)",gravet-laks-gravlaks-marinirani-losos,publish,https://drycured.com/recepti-baza/gravet-laks-gravlaks-marinirani-losos/,,,MD-GRAVET_LAKS_GRAVLAKS_MARINIRANI_LOSOS
2595,"TJUKKMJØLKSPØLSE (FERMENTIRANA KOBASICA S MLIJEČNOM KULTUROM)",tjukkmjolkspolse-fermentirana-kobasica-s-mlijecnom-kulturom,draft,https://drycured.com/?post_type=dry_recipe&p=2595,,,NOR-TJUKKMJLKSPLSE-FERMENTIRANA-KO
2597,"FENALÅR (SUŠENI BUT JANJETA)",fenalar-suseni-but-janjeta,publish,https://drycured.com/recepti-baza/fenalar-suseni-but-janjeta/,,,MD-FENALAR_SUSENI_BUT_JANJETA
2598,"SPEKESKINKE (NORŠKA PRŠUTA)",spekeskinke-norska-prsuta,publish,https://drycured.com/recepti-baza/spekeskinke-norska-prsuta/,,,MD-SPEKESKINKE_NORSKA_PRSUTA
2599,"PINNEKJØTT (SUŠENA REBRA)",pinnekjott-susena-rebra,draft,https://drycured.com/?post_type=dry_recipe&p=2599,,,NOR-PINNEKJTT-SUSENA-REBRA
2600,"MORR (NORVEŠKA KOBASICA)",morr-norveska-kobasica,publish,https://drycured.com/recepti-baza/morr-norveska-kobasica/,,,MD-MORR_NORVESKA_KOBASICA
2601,"RØKELAKS (DIMLJENI LOSOS)",rokelaks-dimljeni-losos,draft,https://drycured.com/?post_type=dry_recipe&p=2601,,,NOR-RKELAKS-DIMLJENI-LOSOS
2602,"Đakovački Specijalni Fermentirani Vrat",dakovacki-specijalni-fermentirani-vrat,draft,https://drycured.com/?post_type=dry_recipe&p=2602,,,HRV-AKOVACKI-SPECIJALNI-FERMENTIRA
2603,"Vinkovački Aromatični Začinski Špek",vinkovacki-aromaticni-zacinski-spek,publish,https://drycured.com/recepti-baza/vinkovacki-aromaticni-zacinski-spek/,,,MD-VINKOVACKI_AROMATICNI_ZACINSKI_SPEK
2604,"Osiječki Ljuti Začinski Vrat s Divljim Travkama",osijecki-ljuti-zacinski-vrat-s-divljim-travkama,publish,https://drycured.com/recepti-baza/osijecki-ljuti-zacinski-vrat-s-divljim-travkama/,,,MD-OSIJECKI_LJUTI_ZACINSKI_VRAT_S_DIVLJIM_TRAVKAMA
2605,"Podunavski Specijalni Fermentirani Špek",podunavski-specijalni-fermentirani-spek,private,https://drycured.com/?post_type=dry_recipe&p=2605,,,MD-PODUNAVSKI_SPECIJALNI_FERMENTIRANI_SPEK
2606,"Požeški Aromatični Sušeni Vrat s Divljim Travkama",pozeski-aromaticni-suseni-vrat-s-divljim-travkama,publish,https://drycured.com/recepti-baza/pozeski-aromaticni-suseni-vrat-s-divljim-travkama/,,,MD-POZESKI_AROMATICNI_SUSENI_VRAT_S_DIVLJIM_TRAVKAMA
2607,"Çiğ Köfte (Fermentirana mesna smjesa za sirovo konzumiranje)",cig-kofte-fermentirana-mesna-smjesa-za-sirovo-konzumiranje,private,https://drycured.com/?post_type=dry_recipe&p=2607,,,MD-CI_KOFTE_FERMENTIRANA_MESNA_SMJESA_ZA_SIROVO_KONZUMIRANJE
2608,"Kuru Et (Suho meso sa smrekom)",kuru-et-suho-meso-sa-smrekom,publish,https://drycured.com/recepti-baza/kuru-et-suho-meso-sa-smrekom/,,,MD-KURU_ET_SUHO_MESO_SA_SMREKOM
2609,"Kuşbaşı Jerky (Turski goveđi jerky)",kusbasi-jerky-turski-govedi-jerky,draft,https://drycured.com/?post_type=dry_recipe&p=2609,,,TUR-KUSBAS-JERKY-TURSKI-GOVEI
2610,"Tulum Peyniri Dolgulu Et (Meso punjeno sirom)",tulum-peyniri-dolgulu-et-meso-punjeno-sirom,publish,https://drycured.com/recepti-baza/tulum-peyniri-dolgulu-et-meso-punjeno-sirom/,,,MD-TULUM_PEYNIRI_DOLGULU_ET_MESO_PUNJENO_SIROM
2611,"Işkembe Dolması (Punjeni goveđi burag)",iskembe-dolmasi-punjeni-govedi-burag,draft,https://drycured.com/?post_type=dry_recipe&p=2611,,,TUR-ISKEMBE-DOLMAS-PUNJENI-GOVEI
2612,"Varaždinski Š(p)ek",varazdinski-spek,draft,https://drycured.com/?post_type=dry_recipe&p=2612,,,HRV-VARAZDINSKI-SPEK
2613,"Đurđevački Zelenjak",durdevacki-zelenjak,draft,https://drycured.com/?post_type=dry_recipe&p=2613,,,HRV-UREVACKI-ZELENJAK
2614,"Virovski Čvarci",virovski-cvarci,publish,https://drycured.com/recepti-baza/virovski-cvarci/,,,MD-VIROVSKI_CVARCI
2615,"SALCESON OZORKOWY (POLJSKA TLAČENICA)",salceson-ozorkowy-poljska-tlacenica,private,https://drycured.com/?post_type=dry_recipe&p=2615,,,MD-SALCESON_OZORKOWY_POLJSKA_TLACENICA
2616,"BALERON (POLJSKA DIMLJENA VRATINA)",baleron-poljska-dimljena-vratina,publish,https://drycured.com/recepti-baza/baleron-poljska-dimljena-vratina/,,,MD-BALERON_POLJSKA_DIMLJENA_VRATINA
2617,"PASZTETOWA (POLJSKA JETRENA PAŠTETA U CRIJEVU)",pasztetowa-poljska-jetrena-pasteta-u-crijevu,private,https://drycured.com/?post_type=dry_recipe&p=2617,,,MD-PASZTETOWA_POLJSKA_JETRENA_PASTETA_U_CRIJEVU
2618,"KIEŁBASA WĘDZONA (DIMLJENA POLJSKA KOBASICA)",kielbasa-wedzona-dimljena-poljska-kobasica,draft,https://drycured.com/?post_type=dry_recipe&p=2618,,,POL-KIEBASA-WEDZONA-DIMLJENA-POLJS
2619,"POLĘDWICA SOPOCKA (SUŠENA SVINJSKA PEČENICA)",poledwica-sopocka-susena-svinjska-pecenica,private,https://drycured.com/?post_type=dry_recipe&p=2619,,,MD-POL_DWICA_SOPOCKA_SUSENA_SVINJSKA_PECENICA
2620,"SZYNKA WĘDZONA (DIMLJENA ŠUNKA)",szynka-wedzona-dimljena-sunka,publish,https://drycured.com/recepti-baza/szynka-wedzona-dimljena-sunka/,,,MD-SZYNKA_W_DZONA_DIMLJENA_SUNKA
2621,"BOCZEK WĘDZONY (DIMLJENA SLANINA)",boczek-wedzony-dimljena-slanina,publish,https://drycured.com/recepti-baza/boczek-wedzony-dimljena-slanina/,,,MD-BOCZEK_W_DZONY_DIMLJENA_SLANINA
2622,"Chouriço Tradicional Português (Tradicionalna portugalska kobasica)",chourico-tradicional-portugues-tradicionalna-portugalska-kobasica,publish,https://drycured.com/recepti-baza/chourico-tradicional-portugues-tradicionalna-portugalska-kobasica/,,,MD-CHOURICO_TRADICIONAL_PORTUGUES_TRADICIONALNA_PORTUGALSKA_KOBASICA
2623,"Presunto Português (Portugalska pršuta)",presunto-portugues-portugalska-prsuta,publish,https://drycured.com/recepti-baza/presunto-portugues-portugalska-prsuta/,,,MD-PRESUNTO_PORTUGUES_PORTUGALSKA_PRSUTA
2624,"Paio Alentejano (Alentejanska kobasica)",paio-alentejano-alentejanska-kobasica,publish,https://drycured.com/recepti-baza/paio-alentejano-alentejanska-kobasica/,,,MD-PAIO_ALENTEJANO_ALENTEJANSKA_KOBASICA
2625,"Farinheira Alentejana (Kobasica s brašnom iz Alenteja)",farinheira-alentejana-kobasica-s-brasnom-iz-alenteja,publish,https://drycured.com/recepti-baza/farinheira-alentejana-kobasica-s-brasnom-iz-alenteja/,,,MD-FARINHEIRA_ALENTEJANA_KOBASICA_S_BRASNOM_IZ_ALENTEJA
2627,"Chouriço de Vinho (Kobasica s Vinom)",chourico-de-vinho-kobasica-s-vinom,publish,https://drycured.com/recepti-baza/chourico-de-vinho-kobasica-s-vinom/,,,MD-CHOURICO_DE_VINHO_KOBASICA_S_VINOM
2628,"Paio do Alentejo (Alentejo Dimljena Kobasica)",paio-do-alentejo-alentejo-dimljena-kobasica,publish,https://drycured.com/recepti-baza/paio-do-alentejo-alentejo-dimljena-kobasica/,,,MD-PAIO_DO_ALENTEJO_ALENTEJO_DIMLJENA_KOBASICA
2629,"Alheira de Mirandela (Kobasica iz Mirandele)",alheira-de-mirandela-kobasica-iz-mirandele,publish,https://drycured.com/recepti-baza/alheira-de-mirandela-kobasica-iz-mirandele/,,,MD-ALHEIRA_DE_MIRANDELA_KOBASICA_IZ_MIRANDELE
2631,"Rovinjska Kobasica",rovinjska-kobasica,publish,https://drycured.com/recepti-baza/rovinjska-kobasica/,,,MD-ROVINJSKA_KOBASICA
2632,"Krčki Sir-Kobasica",krcki-sir-kobasica,publish,https://drycured.com/recepti-baza/krcki-sir-kobasica/,,,MD-KRCKI_SIR_KOBASICA
2633,"Senjska Šunka",senjska-sunka,publish,https://drycured.com/recepti-baza/senjska-sunka/,,,MD-SENJSKA_SUNKA
2637,"Tradicionalni Thüringer Schinken (Tirinška šunka)",tradicionalni-thuringer-schinken-tirinska-sunka,publish,https://drycured.com/recepti-baza/tradicionalni-thuringer-schinken-tirinska-sunka/,,,MD-TRADICIONALNI_THURINGER_SCHINKEN_TIRINSKA_SUNKA
2638,"Bavarski Bierschinken (Šunka od piva)",bavarski-bierschinken-sunka-od-piva,publish,https://drycured.com/recepti-baza/bavarski-bierschinken-sunka-od-piva/,,,MD-BAVARSKI_BIERSCHINKEN_SUNKA_OD_PIVA
2639,"Zalatina (Ζαλατίνα) - Ciparski hladetinasti svinjski narezak",zalatina-%ce%b6%ce%b1%ce%bb%ce%b1%cf%84%ce%af%ce%bd%ce%b1-ciparski-hladetinasti-svinjski-narezak,draft,https://drycured.com/?post_type=dry_recipe&p=2639,,,CIP-ZALATINA-CIPARSKI-HLADETINASTI
2642,"Afelia Pastarma (Αφέλια Παστάρμα) - Ciparska marinirana goveđa pisanica",afelia-pastarma-%ce%b1%cf%86%ce%ad%ce%bb%ce%b9%ce%b1-%cf%80%ce%b1%cf%83%cf%84%ce%ac%cf%81%ce%bc%ce%b1-ciparska-marinirana-goveda-pisanica,draft,https://drycured.com/?post_type=dry_recipe&p=2642,,,CIP-AFELIA-PASTARMA-CIPARSKA-MARIN
2644,"Fažanski morski salamur (Specijalitet s morskom travom)",fazanski-morski-salamur-specijalitet-s-morskom-travom,private,https://drycured.com/?post_type=dry_recipe&p=2644,,,MD-FAZANSKI_MORSKI_SALAMUR_SPECIJALITET_S_MORSKOM_TRAVOM
2645,"Viganjska kobasica od divlje svinje s tavom",viganjska-kobasica-od-divlje-svinje-s-tavom,publish,https://drycured.com/recepti-baza/viganjska-kobasica-od-divlje-svinje-s-tavom/,,,MD-VIGANJSKA_KOBASICA_OD_DIVLJE_SVINJE_S_TAVOM
2646,"Bujski janjetinski specijalitet s lavandom",bujski-janjetinski-specijalitet-s-lavandom,private,https://drycured.com/?post_type=dry_recipe&p=2646,,,MD-BUJSKI_JANJETINSKI_SPECIJALITET_S_LAVANDOM
2647,"Pazinski specijalitet od kozjeg mesa s kestenom",pazinski-specijalitet-od-kozjeg-mesa-s-kestenom,private,https://drycured.com/?post_type=dry_recipe&p=2647,,,MD-PAZINSKI_SPECIJALITET_OD_KOZJEG_MESA_S_KESTENOM
2648,"Rovinjski specijalitet od sardele s ružom",rovinjski-specijalitet-od-sardele-s-ruzom,private,https://drycured.com/?post_type=dry_recipe&p=2648,,,MD-ROVINJSKI_SPECIJALITET_OD_SARDELE_S_RUZOM
2664,"BABIC (Tradicionalna babić kobasica)",babic-tradicionalna-babic-kobasica,publish,https://drycured.com/recepti-baza/babic-tradicionalna-babic-kobasica/,,,MD-BABIC_TRADICIONALNA_BABIC_KOBASICA
2665,"MUȘCHI ȚIGĂNESC (Ciganski vrat)",muschi-tiganesc-ciganski-vrat,publish,https://drycured.com/recepti-baza/muschi-tiganesc-ciganski-vrat/,,,MD-MU_CHI_IG_NESC_CIGANSKI_VRAT
2666,"CÂRNAȚI DE BURDUF (Sirnate kobasice)",carnati-de-burduf-sirnate-kobasice,publish,https://drycured.com/recepti-baza/carnati-de-burduf-sirnate-kobasice/,,,MD-CARNA_I_DE_BURDUF_SIRNATE_KOBASICE
2667,"ȘUNCĂ DE MANGALIȚA AFUMATĂ (Dimljena mangulica šunka)",sunca-de-mangalita-afumata-dimljena-mangulica-sunka,publish,https://drycured.com/recepti-baza/sunca-de-mangalita-afumata-dimljena-mangulica-sunka/,,,MD-UNC_DE_MANGALI_A_AFUMAT_DIMLJENA_MANGULICA_SUNKA
2668,"CÂRNAŢI DE PLEŞCOI (Pleščojske kobasice)",carnati-de-plescoi-plescojske-kobasice,publish,https://drycured.com/recepti-baza/carnati-de-plescoi-plescojske-kobasice/,,,MD-CARNA_I_DE_PLE_COI_PLESCOJSKE_KOBASICE
2669,"TOBĂ (Tradidicionalna rumunjska tlačenica)",toba-tradidicionalna-rumunjska-tlacenica,private,https://drycured.com/?post_type=dry_recipe&p=2669,,,MD-TOB_TRADIDICIONALNA_RUMUNJSKA_TLACENICA
2670,"GHIUDEM (Suha kobasica od ovčetine)",ghiudem-suha-kobasica-od-ovcetine,publish,https://drycured.com/recepti-baza/ghiudem-suha-kobasica-od-ovcetine/,,,MD-GHIUDEM_SUHA_KOBASICA_OD_OVCETINE
2671,"Basturma (Бастурма - Začinjeno sušeno goveđe meso)",basturma-%d0%b1%d0%b0%d1%81%d1%82%d1%83%d1%80%d0%bc%d0%b0-zacinjeno-suseno-govede-meso,draft,https://drycured.com/?post_type=dry_recipe&p=2671,,,RUS-BASTURMA-ZACINJENO-SUSENO-GOVE
2672,"Koryushka (Корюшка - Dimljena mala riba)",koryushka-%d0%ba%d0%be%d1%80%d1%8e%d1%88%d0%ba%d0%b0-dimljena-mala-riba,draft,https://drycured.com/?post_type=dry_recipe&p=2672,,,RUS-KORYUSHKA-DIMLJENA-MALA-RIBA
2673,"Svinaya Vyrezka (Свиная вырезка - Sušeni svinjski file)",svinaya-vyrezka-%d1%81%d0%b2%d0%b8%d0%bd%d0%b0%d1%8f-%d0%b2%d1%8b%d1%80%d0%b5%d0%b7%d0%ba%d0%b0-suseni-svinjski-file,draft,https://drycured.com/?post_type=dry_recipe&p=2673,,,RUS-SVINAYA-VYREZKA-SUSENI-SVINJSK
2674,"Vetchina (Ветчина - Domaća kuhana šunka)",vetchina-%d0%b2%d0%b5%d1%82%d1%87%d0%b8%d0%bd%d0%b0-domaca-kuhana-sunka,draft,https://drycured.com/?post_type=dry_recipe&p=2674,,,RUS-VETCHINA-DOMACA-KUHANA-SUNKA
2678,"Sastojci za 4 kg smjese:",sastojci-za-4-kg-smjese,draft,https://drycured.com/?post_type=dry_recipe&p=2678,,,SKA-SASTOJCI-ZA-4-KG
2680,"ŠKOTSKI STOVIES MEAT (KONZERVIRANO USOLJENO MESO)",skotski-stovies-meat-konzervirano-usoljeno-meso,draft,https://drycured.com/?post_type=dry_recipe&p=2680,,,ŠKO-SKOTSKI-STOVIES-MEAT-KONZERVIR
2681,"FORFAR BRIDIE (ŠKOTSKA MESNA PAŠTETA)",forfar-bridie-skotska-mesna-pasteta,private,https://drycured.com/?post_type=dry_recipe&p=2681,,,MD-FORFAR_BRIDIE_SKOTSKA_MESNA_PASTETA
2682,"HIGHLAND VENISON HAM (DIMLJENA ŠUNKA OD JELENA)",highland-venison-ham-dimljena-sunka-od-jelena,publish,https://drycured.com/recepti-baza/highland-venison-ham-dimljena-sunka-od-jelena/,,,MD-HIGHLAND_VENISON_HAM_DIMLJENA_SUNKA_OD_JELENA
2683,"EDINBURGH POTTED HOG (KONZERVIRANO SVINJSKO MESO)",edinburgh-potted-hog-konzervirano-svinjsko-meso,publish,https://drycured.com/recepti-baza/edinburgh-potted-hog-konzervirano-svinjsko-meso/,,,MD-EDINBURGH_POTTED_HOG_KONZERVIRANO_SVINJSKO_MESO
2684,"ŠKOTSKI HAGGIS",skotski-haggis,publish,https://drycured.com/recepti-baza/skotski-haggis/,,,MD-SKOTSKI_HAGGIS
2685,"ŠKOTSKI BLACK PUDDING (KRVAVICA)",skotski-black-pudding-krvavica,private,https://drycured.com/?post_type=dry_recipe&p=2685,,,MD-SKOTSKI_BLACK_PUDDING_KRVAVICA
2687,"AYRSHIRE PRESAVICA (AYRSHIRE MIDDLE CUT)",ayrshire-presavica-ayrshire-middle-cut,publish,https://drycured.com/recepti-baza/ayrshire-presavica-ayrshire-middle-cut/,,,MD-AYRSHIRE_PRESAVICA_AYRSHIRE_MIDDLE_CUT
2688,"HIGHLANDS JERKY (SUŠENA DIVLJAČ)",highlands-jerky-susena-divljac,publish,https://drycured.com/recepti-baza/highlands-jerky-susena-divljac/,,,MD-HIGHLANDS_JERKY_SUSENA_DIVLJAC
2689,"KopačkiRib Začinska Štruca",kopackirib-zacinska-struca,publish,https://drycured.com/recepti-baza/kopackirib-zacinska-struca/,,,MD-KOPACKIRIB_ZACINSKA_STRUCA
2691,"Valpovačka Zimska Devenica",valpovacka-zimska-devenica,publish,https://drycured.com/recepti-baza/valpovacka-zimska-devenica/,,,MD-VALPOVACKA_ZIMSKA_DEVENICA
2692,"Požeška Začinska Štruca",pozeska-zacinska-struca,publish,https://drycured.com/recepti-baza/pozeska-zacinska-struca/,,,MD-POZESKA_ZACINSKA_STRUCA
2693,"Osječki Začinski Špek",osjecki-zacinski-spek,publish,https://drycured.com/recepti-baza/osjecki-zacinski-spek/,,,MD-OSJECKI_ZACINSKI_SPEK
2694,"Požeški Pikantni Vrat",pozeski-pikantni-vrat,publish,https://drycured.com/recepti-baza/pozeski-pikantni-vrat/,,,MD-POZESKI_PIKANTNI_VRAT
2695,"Slavonsko-Brodski Ljuti Čvarci",slavonsko-brodski-ljuti-cvarci,publish,https://drycured.com/recepti-baza/slavonsko-brodski-ljuti-cvarci/,,,MD-SLAVONSKO_BRODSKI_LJUTI_CVARCI
2696,"Nasički Fermentirani Vrat",nasicki-fermentirani-vrat,publish,https://drycured.com/recepti-baza/nasicki-fermentirani-vrat/,,,MD-NASICKI_FERMENTIRANI_VRAT
2697,"Baranjska Ljuta Slavonska Kobasica",baranjska-ljuta-slavonska-kobasica,publish,https://drycured.com/recepti-baza/baranjska-ljuta-slavonska-kobasica/,,,MD-BARANJSKA_LJUTA_SLAVONSKA_KOBASICA
2698,"Slavonska Domaća Suhomesnata Salama",slavonska-domaca-suhomesnata-salama,publish,https://drycured.com/recepti-baza/slavonska-domaca-suhomesnata-salama/,,,MD-SLAVONSKA_DOMACA_SUHOMESNATA_SALAMA
2699,"Baranjska Fermenetirana Kobasica",baranjska-fermenetirana-kobasica,publish,https://drycured.com/recepti-baza/baranjska-fermenetirana-kobasica/,,,MD-BARANJSKA_FERMENETIRANA_KOBASICA
2700,"Osječka Specijalna Suhomesnata Salama",osjecka-specijalna-suhomesnata-salama,private,https://drycured.com/?post_type=dry_recipe&p=2700,,,MD-OSJECKA_SPECIJALNA_SUHOMESNATA_SALAMA
2701,"Vukovarska Tradicionalna Kobasica",vukovarska-tradicionalna-kobasica,publish,https://drycured.com/recepti-baza/vukovarska-tradicionalna-kobasica/,,,MD-VUKOVARSKA_TRADICIONALNA_KOBASICA
2702,"Baranjski Začinski Špek s Pustara Začinima",baranjski-zacinski-spek-s-pustara-zacinima,publish,https://drycured.com/recepti-baza/baranjski-zacinski-spek-s-pustara-zacinima/,,,MD-BARANJSKI_ZACINSKI_SPEK_S_PUSTARA_ZACINIMA
2703,"Erdutski Fermentirani Vrat s Podunavskim Začinima",erdutski-fermentirani-vrat-s-podunavskim-zacinima,publish,https://drycured.com/recepti-baza/erdutski-fermentirani-vrat-s-podunavskim-zacinima/,,,MD-ERDUTSKI_FERMENTIRANI_VRAT_S_PODUNAVSKIM_ZACINIMA
2704,"Osječko-Baranjski Ljuti Špek s Divljim Travama",osjecko-baranjski-ljuti-spek-s-divljim-travama,publish,https://drycured.com/recepti-baza/osjecko-baranjski-ljuti-spek-s-divljim-travama/,,,MD-OSJECKO_BARANJSKI_LJUTI_SPEK_S_DIVLJIM_TRAVAMA
2705,"Vukovarski Fermentirani Vrat s Podunavskim Začinima",vukovarski-fermentirani-vrat-s-podunavskim-zacinima,publish,https://drycured.com/recepti-baza/vukovarski-fermentirani-vrat-s-podunavskim-zacinima/,,,MD-VUKOVARSKI_FERMENTIRANI_VRAT_S_PODUNAVSKIM_ZACINIMA
2706,"Tradicijski Baranjski Specijalni Fermentirani Špek",tradicijski-baranjski-specijalni-fermentirani-spek,private,https://drycured.com/?post_type=dry_recipe&p=2706,,,MD-TRADICIJSKI_BARANJSKI_SPECIJALNI_FERMENTIRANI_SPEK
2707,"Klobása (slovačka kobasica)",klobasa-slovacka-kobasica,publish,https://drycured.com/recepti-baza/klobasa-slovacka-kobasica/,,,MD-KLOBASA_SLOVACKA_KOBASICA
2708,"Údené mäso (dimljeno meso)",udene-maso-dimljeno-meso,publish,https://drycured.com/recepti-baza/udene-maso-dimljeno-meso/,,,MD-UDENE_MASO_DIMLJENO_MESO
2709,"Huspenina (slovačka hladetina)",huspenina-slovacka-hladetina,private,https://drycured.com/?post_type=dry_recipe&p=2709,,,MD-HUSPENINA_SLOVACKA_HLADETINA
2710,"Jaternice (slovačke krvavice)",jaternice-slovacke-krvavice,private,https://drycured.com/?post_type=dry_recipe&p=2710,,,MD-JATERNICE_SLOVACKE_KRVAVICE
2711,"Posoška bunka",pososka-bunka,private,https://drycured.com/?post_type=dry_recipe&p=2711,,,MD-POSOSKA_BUNKA
